Film,Developer,Dilution,ISO,35MM,120,Sheet,Temp,Notes
Fomapan 100,FX-55,stock,80,9,9,9,20C,
Fomapan 100,HC 110,B,1600,19,19,19,20C,<a href="devchart.php?devrow=17905">[notes]</a>
Fomapan 100,HC-110,B,50,4:30,4:30,4:30,20C,<a href="devchart.php?devrow=9034">[notes]</a>
Fomapan 100,HC-110,G,50,13,13,13,20C,<a href="devchart.php?devrow=10915">[notes]</a>
Fomapan 100,HC-110,E,64,6,6,6,20C,<a href="devchart.php?devrow=13910">[notes]</a>
Fomapan 100,HC-110,B,100,6,6,6,20C,<a href="devchart.php?devrow=9940">[notes]</a>
Fomapan 100,HC-110,B,100,5:15,5:15,5:15,20C,<a href="devchart.php?devrow=13909">[notes]</a>
Fomapan 100,HC-110,F,100,12,12,12,20C,<a href="devchart.php?devrow=8581">[notes]</a>
Fomapan 100,HC-110,F,100,7:45,7:45,7:45,20C,<a href="devchart.php?devrow=10464">[notes]</a>
Fomapan 100,HC-110,H,100,9,9,9,20C,<a href="devchart.php?devrow=629">[notes]</a>
Fomapan 100,HC-110,H,100,10,10,10,20C,<a href="devchart.php?devrow=5158">[notes]</a>
Fomapan 100,HC-110,B,400,11:30,11:30,11:30,20C,<a href="devchart.php?devrow=14813">[notes]</a>
Fomapan 100,HC-110,B,3200,25,25,25,21.5C,
Fomapan 100,ID-11,stock,100,6-7,6-7,6-7,20C,
Fomapan 100,ID-11,1+1,100,8-10,8-10,10,20C,
Fomapan 100,ID-11,1+3,100,15-17,15-16,15-17,20C,
Fomapan 100,ID-11,1+3,100,13,13,13,20C,<a href="devchart.php?devrow=8166">[notes]</a>
Fomapan 100,ID-11,stock,200,10,10,10,20C,
Fomapan 100,ID-11,1+1,200,14,14,14,20C,
Fomapan 100,ID-11,1+1,200,10,10,10,23C,<a href="devchart.php?devrow=5493">[notes]</a>
Fomapan 100,ID-11,1+1,400,18,18,18,20C,
Fomapan 100,ID-11,1+3,400,28,28,28,23.5C,
Fomapan 100,Ilfosol 3,1+9,100,5,5,5,20C,<a href="devchart.php?devrow=9958">[notes]</a>
Fomapan 100,Ilfosol 3,1+9,100,3,3,3,20C,<a href="devchart.php?devrow=17522">[notes]</a>
Fomapan 100,Ilfosol 3,1+14,100,7:30,7:30,7:30,20C,
Fomapan 100,Ilfosol 3,1+14,100,5,5,5,20C,<a href="devchart.php?devrow=17521">[notes]</a>
Fomapan 100,Ilfotec DD,1+4,100,9,9,9,20C,
Fomapan 100,Ilfotec DD,1+4,100,8:30,8:30,8:30,24C,
Fomapan 100,Ilfotec DD-X,1+4,100,8,8,8,20C,
Fomapan 100,Ilfotec DD-X,1+9,100,12,12,12,20C,<a href="devchart.php?devrow=8327">[notes]</a>
Fomapan 100,Ilfotec DD-X,1+4,200,9,9,9,20C,
Fomapan 100,Ilfotec HC,1+31,100,7,7,7,20C,<a href="devchart.php?devrow=10407">[notes]</a>
Fomapan 100,Ilfotec LC29,1+19,100,6:30,6:30,6:30,20C,
Fomapan 100,Kalogen,1+60,200,16,16,16,20C,
Fomapan 100,Liquidol,1+19,100,1,1,1,20C,
Fomapan 100,Marathon,1+9,100,6,6,6,20C,
Fomapan 100,Metolal,1+50,100,14,14,14,20C,
Fomapan 100,Microdol-X,stock,100,8,8,8,20C,
Fomapan 100,Microdol-X,1+1,100,9-10,9-10,9-10,20C,
Fomapan 100,Microphen,1+3,50,11:30,11:30,11:30,20C,
Fomapan 100,Microphen,stock,100,5-7,5-7,5-7,20C,
Fomapan 100,Microphen,1+1,100,8-9,8-9,8-9,20C,
Fomapan 100,Microphen,1+3,100,13-14,13-14,13-14,20C,
Fomapan 100,Microphen,stock,200,8:30,8:30,8:30,20C,
Fomapan 100,Microphen,stock,800,16,16,16,20C,
Fomapan 100,Mikratol-2,1+50,100,11,11,11,20C,<a href="devchart.php?devrow=12339">[notes]</a>
Fomapan 100,Mikratol-2,1+100,100,32,32,32,20C,<a href="devchart.php?devrow=12340">[notes]</a>
Fomapan 100,Neofin Blue,1+5,100,4,4,4,20C,
Fomapan 100,Neofin Blue,1+9,100,8,8,8,20C,
Fomapan 100,Paranol S,1+25,100,4,4,4,20C,
Fomapan 100,Paranol S,1+50,100,10,10,10,20C,
Fomapan 100,Parvofin,stock,100,5:30,,,20C,
Fomapan 100,PC-TEA,1+50,50,8:30,8:30,8:30,20C,
Fomapan 100,PC-TEA,1+50,100,10,10,10,20C,<a href="devchart.php?devrow=5470">[notes]</a>
Fomapan 100,Perceptol,stock,50,7:30,7:30,7:30,20C,
Fomapan 100,Perceptol,stock,100,8,8,8,20C,
Fomapan 100,Perceptol,1+1,100,10-11,10-11,10-11,20C,
Fomapan 100,Perceptol,1+3,100,14-15,14-15,14-15,20C,
Fomapan 100,PMK,1+2+100,40,11,11,11,20C,
Fomapan 100,PMK,1+2+100,50,10,10,10,21C,<a href="devchart.php?devrow=16661">[notes]</a>
Fomapan 100,PMK,1+2+100,50,8,8,8,24C,<a href="devchart.php?devrow=16662">[notes]</a>
Fomapan 100,PMK,1+2+50,125,10,10,10,21C,<a href="devchart.php?devrow=636">[notes]</a>
Fomapan 100,Promicrol,1+14,200,13,13,13,20C,
Fomapan 100,Pyrocat-HD,1+1+100,50,9,9,9,21C,
Fomapan 100,Pyrocat-HD,1+1+100,100,12,12,12,20C,
Fomapan 100,Pyrocat-HD,1+1+100,100,11,11,11,21C,
Fomapan 100,Pyrocat-HD,1+1+100,100,8,8,8,30C,
Fomapan 100,Pyrocat-HD,1+1+300,100,50,50,50,21C,<a href="devchart.php?devrow=9771">[notes]</a>
Fomapan 100,Pyrocat-HD,2+2+100,100,10,10,10,20C,
Fomapan 100,Pyrocat-HD,2+2+100,100,10,10,10,21C,<a href="devchart.php?devrow=14576">[notes]</a>
Fomapan 100,Pyrocat-HD,1+1+100,800,26,26,26,24C,
Fomapan 100,Pyrocat-M,1+2+100,100,5:30,5:30,5:30,30C,
Fomapan 100,Rodinal,1+100,50,7,7,7,20C,<a href="devchart.php?devrow=639">[notes]</a>
Fomapan 100,Rodinal,1+25,100,4,4,4,20C,
Fomapan 100,Rodinal,1+50,100,8-9,8-9,8-9,20C,
Fomapan 100,Rodinal,1+100,100,18,18,18,20C,<a href="devchart.php?devrow=12522">[notes]</a>
Fomapan 100,Rodinal,1+200,100,30,30,30,20C,<a href="devchart.php?devrow=9226">[notes]</a>
Fomapan 100,Rodinal,1+50,200,12,12,12,20C,<a href="devchart.php?devrow=8662">[notes]</a>
Fomapan 100,Rodinal,1+25,400,6:30,6:30,6:30,20C,
Fomapan 100,Rodinal,1+50,400,21:30,21:30,21:30,20C,
Fomapan 100,Rodinal,1+100,400,26,26,26,20C,
Fomapan 100,Rodinal,1+25,800,12,12,12,20C,
Fomapan 100,Rodinal,1+50,800,23,23,23,20C,
Fomapan 100,Rodinal,1+100,800,90,90,90,20C,<a href="devchart.php?devrow=16984">[notes]</a>
Fomapan 100,Romek PQ7,1+3,100,10,10,10,20C,
Fomapan 100,Romek PQ7,1+3,400,12,12,12,20C,
Fomapan 100,Silberra Aphenol,stock,100,5,5,5,20C,
Fomapan 100,Silberra Ascorol,1+29,100,6,6,6,20C,
Fomapan 100,Silberra Microl,stock,100,11,11,11,20C,
Fomapan 100,SP-76EC,1+9,50,10,10,10,20C,<a href="devchart.php?devrow=14581">[notes]</a>
Fomapan 100,SP-76EC,1+11,50,8,8,8,20C,<a href="devchart.php?devrow=14580">[notes]</a>
Fomapan 100,SP-76EC,1+14,50,8,8,8,20C,<a href="devchart.php?devrow=14578">[notes]</a>
Fomapan 100,SP-76EC,1+19,50,8,8,8,20C,<a href="devchart.php?devrow=14579">[notes]</a>
Fomapan 100,SP-76EC,1+10,100,8,8,8,24C,
Fomapan 100,SP-Ultra 4LF,1+9,125,7,7,7,20C,
Fomapan 100,Sprint Standard,1+9,100,8:30,8:30,8:30,20C,
Fomapan 100,Spur HRX,1+20,100,11:30,11:30,11:30,20C,
Fomapan 100,Spur NHC,1+29,100,8,8,8,20C,<a href="devchart.php?devrow=14036">[notes]</a>
Fomapan 100,Spur NHC,1+15,125,12,12,12,20C,<a href="devchart.php?devrow=14038">[notes]</a>
Fomapan 100,Spur NHC,1+20,125,8,8,8,20C,<a href="devchart.php?devrow=14037">[notes]</a>
Fomapan 100,Spur SD 2525,1+15,40,5:30-6,5:30-6,5:30-6,20C,
Fomapan 100,Spur SLD,1+19,64,6,6,6,20C,
Fomapan 100,Spur SLD,1+24,125,10,10,10,20C,<a href="devchart.php?devrow=14052">[notes]</a>
Fomapan 100,Spur SLD,1+9,250,13,13,13,24C,<a href="devchart.php?devrow=14110">[notes]</a>
Fomapan 100,Spur TRX 2000,1+40,100,12,12,12,20C,<a href="devchart.php?devrow=17773">[notes]</a>
Fomapan 100,Spur UFP,1+30,80,9,9,9,20C,
Fomapan 100,Studional,1+31,100,10,10,10,20C,<a href="devchart.php?devrow=8859">[notes]</a>
Fomapan 100,Tanol,1+1+100,64,11,11,11,24C,<a href="devchart.php?devrow=4754">[notes]</a>
Fomapan 100,TMax Dev,1+4,100,5-6,5-6,5-6,20C,
Fomapan 100,TMax Dev,1+9,100,8,8,8,20C,
Fomapan 100,TMax RS,stock,100,5:30,5:30,5:30,20C,
Fomapan 100,Ultrafin,1+20,100,4:30,4:30,4:30,20C,<a href="devchart.php?devrow=641">[notes]</a>
Fomapan 100,Ultrafin,1+20,100,7:30,7:30,7:30,20C,
Fomapan 100,Ultrafin T-Plus,1+4,100,4:30,4:30,4:30,20C,
Fomapan 100,XT-3,stock,100,5-6,5-6,5-6,20C,
Fomapan 100,XT-3,1+1,100,6:30,6:30,6:30,20C,<a href="devchart.php?devrow=15732">[notes]</a>
Fomapan 100,XT-3,1+1,100,8,8,8,20C,
Fomapan 100,XT-3,1+3,100,10,10,10,21C,
Fomapan 100,XT-3,1+3,100,11,11,11,23C,<a href="devchart.php?devrow=15738">[notes]</a>
Fomapan 100,XT-3,1+2,125,9,9,9,20C,
Fomapan 100,XT-3,1+1,400,11:30,11:30,11:30,20C,
Fomapan 100,Xtol,stock,100,5-6,5-6,5-6,20C,
Fomapan 100,Xtol,1+1,100,8,8,8,20C,
Fomapan 100,Xtol,1+1,100,6:30,6:30,6:30,20C,<a href="devchart.php?devrow=15589">[notes]</a>
Fomapan 100,Xtol,1+3,100,10,10,10,21C,
Fomapan 100,Xtol,1+3,100,11,11,11,23C,<a href="devchart.php?devrow=15516">[notes]</a>
Fomapan 100,Xtol,1+2,125,9,9,9,20C,
Fomapan 100,Xtol,stock,400,6:30,6:30,6:30,25C,
Fomapan 100,Xtol,1+1,400,11:30,11:30,11:30,20C,
Fomapan 200,510-Pyro,1+100,100,11:15,11:15,11:15,20C,<a href="devchart.php?devrow=16784">[notes]</a>
Fomapan 200,510-Pyro,1+100,200,7:30,7:30,7:30,20C,
Fomapan 200,510-Pyro,1+100,200,6,6,6,21C,<a href="devchart.php?devrow=4845">[notes]</a>
Fomapan 200,510-Pyro,1+200,200,24,24,24,21C,<a href="devchart.php?devrow=4880">[notes]</a>
Fomapan 200,Acufine,stock,200,3,3,3,20C,
Fomapan 200,Adox HR-DEV,1+35,125,12,12,12,20C,<a href="devchart.php?devrow=13802">[notes]</a>
Fomapan 200,ADX II,1+24,160,10,10,10,20C,
Fomapan 200,Agfa 14,1+1,100,21,21,21,18C,
Fomapan 200,Agfa 14,1+1,200,17,17,17,20C,
Fomapan 200,Amaloco AM74,1+7,200,5,5,5,20C,
Fomapan 200,Amaloco AM74,1+15,200,7:30,7:30,7:30,20C,
Fomapan 200,Arista Premium,1+9,200,7,5,7:30,7:30,20C,
Fomapan 200,Atomal 49,stock,200,8-10,8-10,8-10,20C,
Fomapan 200,Atomal 49,1+1,200,13,13,13,20C,
Fomapan 200,Atomal 49,1+2,200,17,17,17,20C,
Fomapan 200,Atomal 49,3+2,200,8,8,8,20C,
Fomapan 200,Bellini DF2 Duo Step,stock,200,4+4,4+4,4+4,20C,<a href="devchart.php?devrow=15207">[notes]</a>
Fomapan 200,Bellini Hydrofen,1+31,200,12,12,12,20C,
Fomapan 200,Berspeed,1+1,200,10,10,10,20C,
Fomapan 200,Berspeed,1+1,200,7:15,7:15,7:15,24C,
Fomapan 200,Beutler,1+1+8,200,8,8,8,20C,
Fomapan 200,Black/White &amp; Green,1+49,100,10,10,10,20C,
Fomapan 200,BW-TNEG,1+6,200,6,6,6,20C,
Fomapan 200,Caffenol C,stock,200,25,25,25,20C,
Fomapan 200,Caffenol C-L,stock,200,70,70,70,20C,<a href="devchart.php?devrow=17787">[notes]</a>
Fomapan 200,Cawanol,stock,200,15,15,15,20C,
Fomapan 200,D-23,1+3,100,19,19,19,20C,<a href="devchart.php?devrow=9568">[notes]</a>
Fomapan 200,D-23,stock,200,7,7,7,20C,
Fomapan 200,D-76,1+1,100,7:45,7:45,7:45,20C,<a href="devchart.php?devrow=11402">[notes]</a>
Fomapan 200,D-76,1+3,100,8,8,8,20C,<a href="devchart.php?devrow=5473">[notes]</a>
Fomapan 200,D-76,stock,200,5-6,5-6,5-6,20C,
Fomapan 200,D-76,1+1,200,8-9,8-9,8-9,20C,
Fomapan 200,D-76,1+3,200,12-13,12-13,12-13,20C,
Fomapan 200,D-76,1+3,400,18,18,18,20C,
Fomapan 200,Diafine,stock,200,4+4,4+4,4+4,20C,<a href="devchart.php?devrow=11300">[notes]</a>
Fomapan 200,Eco Pro,stock,200,6,6,6,20C,
Fomapan 200,Eco Pro,1+1,200,8:30,8:30,8:30,20C,
Fomapan 200,F76+,1+9,200,7,5,7:30,7:30,20C,
Fomapan 200,F76+,1+19,200,10:30,10:30,10:30,20C,
Fomapan 200,FA-1027,1+19,200,10:30,10:30,10:30,20C,
Fomapan 200,FD10,1+9,200,6,6,6,22C,
Fomapan 200,Foma Retro Special,stock,200,5,5,5,20C,
Fomapan 200,Foma Universal,1+3,200,5:30-6,5:30-6,5:30-6,20C,
Fomapan 200,Fomadon Excel,stock,100,6,6,6,20C,
Fomapan 200,Fomadon LQN,1+10,200,5-7,5-7,5-7,20C,
Fomapan 200,Fomadon LQR,1+10,200,5-6,5-6,5-6,20C,
Fomapan 200,Fomadon R09,1+60,125,10:30,10:30,10:30,20C,
Fomapan 200,Fomadon R09,1+25,200,5,5,5,20C,
Fomapan 200,Fomadon R09,1+50,200,10,10,10,20C,
Fomapan 200,FX-39,1+9,200,10,10,10,20C,
Fomapan 200,FX-55,1+9,200,10,10,10,20C,
Fomapan 200,HC-110,1+87,50,8,8,8,20C,<a href="devchart.php?devrow=15518">[notes]</a>
Fomapan 200,HC-110,B,200,3:30,3:30,3:30,20C,<a href="devchart.php?devrow=692">[notes]</a>
Fomapan 200,HC-110,E,200,5:30,5:30,5:30,20C,<a href="devchart.php?devrow=16602">[notes]</a>
Fomapan 200,HC-110,H,200,9,9,11:30,20C,<a href="devchart.php?devrow=9294">[notes]</a>
Fomapan 200,HC-110,B,400,7,7,7,20C,<a href="devchart.php?devrow=17782">[notes]</a>
Fomapan 200,HC-110,H,400,18,18,18,20C,<a href="devchart.php?devrow=5326">[notes]</a>
Fomapan 200,HC-110,E,800,11,11,11,20C,<a href="devchart.php?devrow=5327">[notes]</a>
Fomapan 200,HC-110,B,3200,20,20,20,20C,<a href="devchart.php?devrow=12308">[notes]</a>
Fomapan 200,Hypercat,1+1+100,200,6,6,6,21C,<a href="devchart.php?devrow=4843">[notes]</a>
Fomapan 200,ID-11,stock,200,5-6,5-6,5-6,20C,
Fomapan 200,ID-11,1+1,200,8-9,8-9,8-9,20C,
Fomapan 200,ID-11,1+3,200,12-13,12-13,12-13,20C,
Fomapan 200,ID-11,stock,400,8,8,8,20C,
Fomapan 200,ID-11,1+3,400,18,18,18,20C,
Fomapan 200,Ilfosol 3,1+14,200,6,6,6,20C,
Fomapan 200,Ilfotec DD-X,1+4,200,6,6,6,20C,
Fomapan 200,Ilfotec DD-X,1+9,200,9,9,9,20C,
Fomapan 200,Ilfotec DD-X,1+9,400,45,45,45,21C,<a href="devchart.php?devrow=12523">[notes]</a>
Fomapan 200,Ilfotec DD-X,1+4,800,12:30,12:30,12:30,20C,
Fomapan 200,Ilfotec HC,1+31,200,9,9,9,20C,
Fomapan 200,Ilfotec HC,1+31,800,12,12,12,20C,
Fomapan 200,Ilfotec LC29,1+19,200,6:30,6:30,6:30,20C,
Fomapan 200,Ilfotec LC29,1+29,400,15,15,15,20C,
Fomapan 200,Marathon,1+9,100,5,5,5,20C,
Fomapan 200,Microdol-X,stock,200,9,9,9,20C,
Fomapan 200,Microdol-X,1+1,200,8:30,8:30,8:30,20C,
Fomapan 200,Microphen,stock,200,5-6,5-6,5-6,20C,
Fomapan 200,Microphen,1+3,200,12-13,12-13,12-13,20C,
Fomapan 200,Neofin Blue,1+5,200,8,8,8,20C,
Fomapan 200,Neofin Blue,1+9,200,12,12,12,20C,<a href="devchart.php?devrow=11105">[notes]</a>
Fomapan 200,Paranol S,1+25,200,5,5,5,20C,
Fomapan 200,Paranol S,1+50,200,11,11,11,20C,
Fomapan 200,PC-TEA,1+50,200,9,9,9,20C,<a href="devchart.php?devrow=11561">[notes]</a>
Fomapan 200,Perceptol,stock,200,6,6,6,20C,
Fomapan 200,Perceptol,1+1,200,7:30,7:30,7:30,20C,
Fomapan 200,Perceptol,1+3,200,12-13,12-13,12-13,20C,
Fomapan 200,PMK,1+2+100,64,11,11,11,20C,
Fomapan 200,PMK,1+2+100,100,10,10,10,21C,<a href="devchart.php?devrow=16663">[notes]</a>
Fomapan 200,PMK,1+2+100,100,8,8,8,24C,<a href="devchart.php?devrow=16664">[notes]</a>
Fomapan 200,PMK,1+2+250,125,30,30,30,21C,<a href="devchart.php?devrow=9997">[notes]</a>
Fomapan 200,PMK,1+2+50,250,12,12,12,20C,<a href="devchart.php?devrow=700">[notes]</a>
Fomapan 200,PMK,1+2+50,250,11,11,11,21C,<a href="devchart.php?devrow=701">[notes]</a>
Fomapan 200,Promicrol,1+14,250,6,6,6,24C,
Fomapan 200,Pyrocat-HD,1+1+100,100,7,7,7,20C,<a href="devchart.php?devrow=5319">[notes]</a>
Fomapan 200,Rodinal,1+25,25,3:30,3:30,3:30,20C,
Fomapan 200,Rodinal,1+50,50,5:45,5:45,5:45,20C,<a href="devchart.php?devrow=13659">[notes]</a>
Fomapan 200,Rodinal,1+50,160,8,8,8,20C,
Fomapan 200,Rodinal,1+25,200,5,5,5,20C,
Fomapan 200,Rodinal,1+50,200,8-10,8-10,8-10,20C,
Fomapan 200,Rodinal,1+100,200,18,18,18,20C,<a href="devchart.php?devrow=16840">[notes]</a>
Fomapan 200,Rodinal,1+50,400,14,14,14,20C,<a href="devchart.php?devrow=8841">[notes]</a>
Fomapan 200,Silberra Ascorol,1+29,200,7,7,7,20C,
Fomapan 200,SP-76EC,1+9,100,7,7,7,20C,<a href="devchart.php?devrow=14585">[notes]</a>
Fomapan 200,SP-76EC,1+11,100,7,7,7,20C,<a href="devchart.php?devrow=14584">[notes]</a>
Fomapan 200,SP-76EC,1+14,100,7,7,7,20C,<a href="devchart.php?devrow=14582">[notes]</a>
Fomapan 200,SP-76EC,1+19,100,7,7,7,20C,<a href="devchart.php?devrow=14583">[notes]</a>
Fomapan 200,SP-Ultra 4LF,1+9,250,8,8,8,20C,
Fomapan 200,SPD,1+1,100,5:30,5:30,5:30,20C,
Fomapan 200,Sprint Standard,1+9,200,6:30,6:30,6:30,20C,
Fomapan 200,Spur HRX,1+17,125,9,9,9,20C,
Fomapan 200,Spur SLD,1+20,125,10:30,10:30,10:30,20C,<a href="devchart.php?devrow=14053">[notes]</a>
Fomapan 200,Spur SLD,1+9,200,3:30,3:30,3:30,20C,
Fomapan 200,Spur TRX 2000,1+35,125,12,12,12,20C,<a href="devchart.php?devrow=17772">[notes]</a>
Fomapan 200,Spur UFP,1+20,125,8,8,8,20C,
Fomapan 200,Studional,1+15,200,6,6,6,20C,
Fomapan 200,Studional,1+31,200,12,12,12,20C,
Fomapan 200,Tanol,1+1+100,125,12:30,12:30,12:30,24C,<a href="devchart.php?devrow=4756">[notes]</a>
Fomapan 200,Tanol,1+1+100,200,15,15,15,24C,
Fomapan 200,TFX-2,stock,400,18,18,18,20C,
Fomapan 200,TMax Dev,1+4,200,5-6,5-6,5-6,20C,
Fomapan 200,TMax Dev,1+4,400,7:30,7:30,7:30,20C,
Fomapan 200,TMax RS,stock,200,4:30,4:30,4:30,20C,
Fomapan 200,Ultrafin,1+20,200,7:30,7:30,7:30,20C,
Fomapan 200,Ultrafin T-Plus,1+4,200,6:15,6:15,6:15,20C,
Fomapan 200,XT-3,stock,200,6,6,6,20C,
Fomapan 200,XT-3,1+1,200,8:30,8:30,8:30,20C,
Fomapan 200,XT-3,1+1,800,9:30,9:30,9:30,20C,<a href="devchart.php?devrow=15755">[notes]</a>
Fomapan 200,Xtol,stock,200,6,6,6,20C,
Fomapan 200,Xtol,1+1,200,8:30,8:30,8:30,20C,
Fomapan 200,Xtol,1+1,800,9:30,9:30,9:30,20C,<a href="devchart.php?devrow=14815">[notes]</a>
Fomapan 400,510-Pyro,1+100,200,17,17,17,20C,<a href="devchart.php?devrow=16888">[notes]</a>
Fomapan 400,510-Pyro,1+100,400,23,23,23,20C,<a href="devchart.php?devrow=16890">[notes]</a>
Fomapan 400,510-Pyro,1+150,400,15,15,15,20C,<a href="devchart.php?devrow=12309">[notes]</a>
Fomapan 400,Acufine,stock,400,6,6,6,20C,
Fomapan 400,Acufine,stock,800,10,10,10,21C,
Fomapan 400,Adox HR-DEV,1+30,200,15,15,15,20C,<a href="devchart.php?devrow=13803">[notes]</a>
Fomapan 400,ADX II,1+24,320,13,13,13,20C,
Fomapan 400,Arista Premium,1+9,400,8,8,8,20C,
Fomapan 400,Ars-Imago FD,1+39,400,9,9,9,20C,
Fomapan 400,Ars-Imago FE,1+1,400,7,7,7,20C,
Fomapan 400,Atomal 49,stock,400,8-10,8-10,8-10,20C,
Fomapan 400,Atomal 49,1+1,400,13,13,13,20C,
Fomapan 400,Atomal 49,1+2,400,17,17,17,20C,
Fomapan 400,Bellini Hydrofen,1+39,400,6:30,6:30,6:30,20C,
Fomapan 400,Bellini Hydrofen,1+30,800,18,18,18,20C,
Fomapan 400,Berspeed,1+1,400,12,12,12,20C,
Fomapan 400,Berspeed,1+1,400,8:45,8:45,8:45,24C,
Fomapan 400,Beutler-Pyro,10+10+978+2,400,12,12,12,22C,
Fomapan 400,Black/White &amp; Green,1+49,100,13:30,13:30,13:30,20C,
Fomapan 400,Caffenol C,stock,320,40,40,40,20C,
Fomapan 400,Caffenol C-L,stock,400,35,35,35,20C,<a href="devchart.php?devrow=15564">[notes]</a>
Fomapan 400,Caffenol C-L,stock,1600,64,64,64,20C,<a href="devchart.php?devrow=16841">[notes]</a>
Fomapan 400,Caffenol C-M (+i),stock,400,15,15,15,20C,
Fomapan 400,Caffenol Green Tea,stock,400,16,16,16,20C,
Fomapan 400,Cawanol,stock,400,17,17,17,20C,
Fomapan 400,D-19,stock,400,8,8,8,20C,
Fomapan 400,D-23,stock,250,7:30,7:30,7:30,20C,
Fomapan 400,D-23,1+2,400,20,20,20,20C,
Fomapan 400,D-76,1+1,200,8-9,8-9,8-9,20C,
Fomapan 400,D-76,stock,400,7-8,7-8,7-8,20C,
Fomapan 400,D-76,1+1,400,10-13,10-13,10-13,20C,
Fomapan 400,D-76,1+3,400,22-23,22-23,22-23,20C,
Fomapan 400,D-76,stock,800,11,11,11,20C,
Fomapan 400,D-76,1+1,800,17,17,17,20C,
Fomapan 400,D-76,stock,1600,20,20,20,20C,
Fomapan 400,D-96,stock,200,15,15,15,15C,<a href="devchart.php?devrow=14820">[notes]</a>
Fomapan 400,D-96,stock,200,11,11,11,18C,<a href="devchart.php?devrow=14819">[notes]</a>
Fomapan 400,D-96,stock,200,7:30,7:30,7:30,22C,<a href="devchart.php?devrow=14821">[notes]</a>
Fomapan 400,D-96,stock,400,10,10,10,22C,
Fomapan 400,DK-50,1+3,100,5,5,5,20C,<a href="devchart.php?devrow=10778">[notes]</a>
Fomapan 400,DK-50,1+3,200,14,14,14,20C,
Fomapan 400,DS-10,1+1,400,13,13,13,20C,
Fomapan 400,Eco Pro,1+3,160,5:15,5:15,5:15,20C,
Fomapan 400,Eco Pro,1+1,320,,,8,20C,<a href="devchart.php?devrow=12789">[notes]</a>
Fomapan 400,Eco Pro,stock,400,7,7,7,20C,
Fomapan 400,Eco Pro,1+1,400,9:30,9:30,9:30,20C,
Fomapan 400,Eco Pro,1+1,400,12,12,12,20C,<a href="devchart.php?devrow=12864">[notes]</a>
Fomapan 400,Eco Pro,stock,640,10:30,10:30,10:30,20C,
Fomapan 400,F76+,1+9,400,8,8,8,20C,
Fomapan 400,FA-1027,1+14,400,9,9,9,20C,
Fomapan 400,FD10,1+9,400,10,10,10,20C,
Fomapan 400,Foma Retro Special,stock,400,6,6,6,20C,
Fomapan 400,Foma Universal,1+3,400,7:30,7:30,7:30,20C,
Fomapan 400,Foma W-17 Hydrofen,stock,1600,10,10,10,20C,
Fomapan 400,Foma W-17 Hydrofen,stock,3200,12,12,12,24C,
Fomapan 400,Fomadon Excel,stock,400,7,7,7,20C,
Fomapan 400,Fomadon Excel,1+1,400,9:30,9:30,9:30,20C,
Fomapan 400,Fomadon Excel,1+1,400,12,12,12,20C,<a href="devchart.php?devrow=11404">[notes]</a>
Fomapan 400,Fomadon Excel,stock,800,11,11,11,20C,
Fomapan 400,Fomadon LQN,1+10,400,9-10,9-10,9-10,20C,
Fomapan 400,Fomadon LQR,1+10,400,7-8,7-8,7-8,20C,
Fomapan 400,Fomadon P,stock,400,10-11,10-11,10-11,20C,
Fomapan 400,Fomadon P,1+3,400,22,22,22,20C,
Fomapan 400,Fomadon R09,1+25,400,6,6,6,20C,
Fomapan 400,Fomadon R09,1+50,400,12,12,12,20C,
Fomapan 400,Fomadon R09,1+200,400,60-62,60-62,60-62,20C,
Fomapan 400,Fomadon R09,1+25,800,12,12,12,22C,
Fomapan 400,Fomadon R09,1+100,3200,70,70,70,20C,<a href="devchart.php?devrow=13865">[notes]</a>
Fomapan 400,FotoApteka A-RSC,1+34,400,8,8,8,20C,
Fomapan 400,FX-2,stock,200,15,15,15,20C,<a href="devchart.php?devrow=17255">[notes]</a>
Fomapan 400,FX-39,1+9,200,9,9,9,20C,<a href="devchart.php?devrow=16603">[notes]</a>
Fomapan 400,FX-39,1+9,400,14,14,14,20C,
Fomapan 400,FX-4,1+3,400,18,18,18,20C,
Fomapan 400,Germain&#039;s Finegrain,stock,400,15,15,15,18C,
Fomapan 400,HC-110,G,200,,,18,20C,<a href="devchart.php?devrow=11385">[notes]</a>
Fomapan 400,HC-110,E,240,7:30,7:30,7:30,20C,<a href="devchart.php?devrow=5556">[notes]</a>
Fomapan 400,HC-110,B,320,6,6,6,20C,<a href="devchart.php?devrow=664">[notes]</a>
Fomapan 400,HC-110,B,400,7,7,7,20C,<a href="devchart.php?devrow=5709">[notes]</a>
Fomapan 400,HC-110,E,400,9:15,9:15,9:15,19.5C,<a href="devchart.php?devrow=17703">[notes]</a>
Fomapan 400,HC-110,H,400,13,13,13,20C,<a href="devchart.php?devrow=5156">[notes]</a>
Fomapan 400,HC-110,H,400,9:30,9:30,9:30,22C,<a href="devchart.php?devrow=14495">[notes]</a>
Fomapan 400,HC-110,B,800,10,10,10,20C,<a href="devchart.php?devrow=15519">[notes]</a>
Fomapan 400,HC-110,B,1600,13,13,13,20C,<a href="devchart.php?devrow=9170">[notes]</a>
Fomapan 400,HC-110,1+100,3200,60,60,60,20C,<a href="devchart.php?devrow=17702">[notes]</a>
Fomapan 400,ID-11,stock,400,7-8,7-8,7-8,20C,
